Ticker,Date,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
 GWGH,2020-04-08 21:25:48.394047,-,-,-17.23,90.73%,34.57M,-15.64%,275.87M,-,-,0.00%,3.06M,-24.00%,-173.20M,-,-,1.60%,2.98%,-18.57%,11.30M,24.41,111.60%,-,8.46,-12.79%,4.00,2.00,-,4.40%,10.70,-30.91%,2.29,3.49,20.00%,186.80%,6.10 - 17.50,-18.74%,-,-,32.50%,-1.30%,-54.40%,-0.16,-,-,24.80%,-,30.82%,0.99,130,-,-,-,41.01,8.85% 11.56%,No,12.27,125.30%,-,2.72,8.45,Yes,12.27,Mar 31 AMC,0.00%,10.77K,7.98,2.00,-13.05%,-14.94%,-15.69%,"29,290",-5.56%
 GWPH,2020-04-08 21:25:57.845021,-,-,-0.34,1.12%,32.01M,14.88%,3.13B,18.69,5.23,-85.99%,30.63M,4.57%,-9.00M,-,-0.82,84.20%,17.32%,-6.26%,311.30M,10.04,97.60%,0.61%,8.46,-16.07%,23.39,4.17,547.00%,-1.10%,188.69,-42.09%,16.77,5.82,-,-1.30%,67.98 - 196.00,-6.61%,-,-,19.00%,-15.90%,-50.18%,1.99,-,5.20,59.60%,91.30%,43.65%,7.00,901,6.00,462.40%,-38.00%,55.51,5.65% 8.65%,Yes,0.02,93.30%,-2.90%,0.68,91.72,Yes,0.02,Feb 25 AMC,-,627.06K,97.65,1.60,17.11%,-4.19%,-21.06%,"423,461",6.47%
 GWRS,2020-04-08 21:26:07.747058,-,99.22,0.10,0.10%,23.40M,5.58%,239.15M,56.78,0.18,0.43%,10.72M,-16.23%,2.20M,6.61,-0.01,43.90%,0.77%,-20.22%,35.50M,6.74,-31.70%,0.14%,1.91,-15.05%,1.15,8.89,63.64%,0.80%,14.25,6.02%,0.32,31.89,15.00%,8.50%,8.51 - 14.99,-22.28%,0.29,-,-50.10%,4.20%,-31.82%,0.45,2.84%,1.20,1.70%,95.30%,20.09%,0.85,74,1.20,4.80%,19.40%,46.07,6.12% 9.10%,No,4.65,-135.50%,6.30%,0.69,10.05,Yes,4.64,Mar 05 BMO,277.20%,42.98K,10.22,-,0.96%,-13.82%,-15.57%,"29,477",1.69%
 GXTG,2020-04-08 21:26:49.958145,-,-,-,-,-,10.11%,-,-,-,-,-,-3.69%,-,-,-,-,-,-15.58%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.27 - 29.80,-14.82%,-,-,-,-,-21.98%,-,-,-,-,-,27.26%,1.03,-,-,-,-,51.84,1.65% 3.01%,No,-,-,-,0.22,22.71,No,-,-,-,5.92K,23.25,-,8.29%,-8.22%,-10.96%,"1,280",2.40%
 GYRO,2020-04-08 21:26:58.361500,-,-,-2.53,11.97%,1.48M,0.33%,22.24M,-,-,0.00%,0.85M,-19.09%,-,-,-,44.74%,0.00%,-18.33%,2.74M,8.12,-,-,0.02,-17.77%,34.54,0.43,-,-,-,-26.86%,-,-,-,-,14.20 - 20.10,-20.42%,-,-,-,-,-25.37%,-,-,-,-,-,5.63%,0.45,6,-,-1.80%,-,28.90,1.23% 0.70%,No,-,-,-,1.84,15.72,Yes,-,-,-,0.95K,15.00,-,-14.30%,-18.93%,-21.12%,"1,751",-4.58%
HA,2020-04-08 21:27:07.000169,-,2.38,4.72,1.30%,46.00M,13.92%,515.66M,4.30,2.61,0.00%,44.93M,-35.80%,224.00M,-,-0.36,94.80%,8.51%,-61.46%,2.83B,0.18,6.20%,-0.02%,3.01,-58.47%,23.32,0.48,283.80%,5.70%,16.14,-61.77%,13.45,0.83,-6.15%,21.70%,7.55 - 31.34,-61.73%,0.48,7.95,33.80%,13.40%,-64.23%,2.26,4.28%,0.80,4.10%,27.30%,48.48%,1.76,7437,0.80,1.50%,11.60%,38.99,10.53% 17.21%,Yes,0.71,80.60%,7.90%,1.07,10.62,Yes,0.64,Apr 30 AMC,10.10%,1.27M,11.21,2.90,2.17%,-42.00%,-56.44%,"1,362,903",5.56%
 HAFC,2020-04-08 21:27:17.273337,-,9.72,1.06,0.50%,32.48M,0.88%,333.24M,8.02,1.28,9.63%,30.17M,-26.71%,32.60M,1.21,0.30,90.80%,2.16%,-47.25%,246.80M,1.35,-41.00%,0.04%,2.94,-41.74%,18.35,0.56,4.58%,0.60%,13.25,-52.72%,4.25,2.41,8.00%,5.70%,8.00 - 24.09,-48.69%,0.96,12.16,-7.60%,19.20%,-57.41%,1.40,9.36%,-,12.50%,-,28.25%,1.12,633,-,-2.10%,59.10%,40.75,9.43% 12.35%,Yes,0.21,-72.60%,13.20%,1.59,9.95,Yes,0.21,Apr 28 AMC,90.80%,221.99K,10.26,3.00,-1.03%,-27.83%,-43.70%,"353,161",3.12%
 HAIN,2020-04-08 21:27:25.498459,-,-,-0.01,0.30%,104.32M,-2.15%,2.66B,28.18,0.91,6.64%,101.76M,15.49%,-0.70M,-,0.24,-,12.68%,1.15%,2.15B,1.24,-177.80%,-0.56%,12.33,26.55%,14.58,1.75,27.11%,-7.60%,26.30,17.13%,0.35,71.89,-14.20%,-12.40%,17.94 - 27.99,-1.75%,-,-,-18.80%,-0.60%,-8.90%,0.80,-,0.90,1.80%,20.30%,42.14%,1.88,5441,1.80,-5.00%,1.70%,51.65,6.22% 9.07%,Yes,0.21,105.80%,-8.70%,1.40,25.25,Yes,0.21,May 07 BMO,-,1.05M,25.50,2.90,3.61%,2.34%,9.61%,"1,464,647",0.99%
 HALL,2020-04-08 21:27:34.863804,-,2.28,1.55,7.04%,19.06M,3.82%,67.28M,3.92,0.90,0.00%,16.85M,-54.86%,28.30M,0.56,-1.95,86.20%,0.86%,-79.87%,442.20M,0.15,201.50%,-2.67%,1.40,-80.69%,16.36,0.22,202.30%,2.10%,16.50,-66.76%,3.36,1.05,4.10%,10.10%,2.35 - 20.30,-79.91%,-,14.63,5.90%,4.40%,-82.61%,1.66,-,-,-0.50%,-,50.21%,0.98,439,-,15.00%,9.20%,29.39,18.08% 25.90%,Yes,0.35,-45.80%,6.40%,1.68,3.36,Yes,0.35,May 06 AMC,0.00%,104.01K,3.53,2.00,-14.29%,-67.73%,-77.62%,"175,092",5.06%
 HALO,2020-04-08 21:27:44.501736,-,-,-0.50,0.80%,143.34M,8.39%,2.54B,12.41,1.43,4.81%,129.30M,-8.96%,-72.20M,-,-0.02,94.40%,10.91%,-4.12%,196.00M,12.94,10.50%,0.23%,7.47,14.06%,0.65,27.22,128.16%,-16.20%,24.20,4.99%,2.94,6.02,42.00%,-33.70%,12.71 - 22.06,-0.23%,-,-,2.10%,-13.70%,-19.81%,1.71,-,6.00,21.10%,76.80%,39.18%,1.44,132,6.30,-10.80%,-34.50%,51.14,6.54% 10.42%,Yes,4.38,-,-36.90%,0.92,16.67,Yes,4.17,Feb 24 AMC,-,1.89M,17.69,2.40,6.56%,-5.47%,0.93%,"1,729,213",6.12%
 HAPP,2020-04-08 21:27:53.513431,-,3.67,0.83,63.09%,24.69M,-4.40%,75.06M,3.45,0.88,0.00%,9.23M,-19.79%,18.30M,-,-,0.02%,0.21%,-32.44%,63.90M,1.17,16.40%,-,0.08,-,2.88,1.06,11.39%,-,10.50,-,0.96,3.15,-,-,2.44 - 6.10,-33.26%,-,-,-,30.10%,-50.16%,-,-,11.30,-,50.50%,24.59%,0.48,179,11.70,8.70%,-,44.58,11.00% 15.02%,No,0.03,7.20%,-,3.23,3.16,Yes,0.00,-,-,257.77K,3.04,2.00,-7.44%,-22.04%,-29.26%,"833,539",-3.80%
 HARP,2020-04-08 21:28:02.986544,-,-,-2.31,0.60%,25.46M,3.20%,295.85M,-,-1.98,-83.58%,21.64M,-17.94%,-55.60M,-,-0.45,75.60%,1.18%,-17.65%,5.80M,51.01,-123.30%,-0.02%,2.33,-14.62%,4.03,2.88,-6.50%,-34.60%,26.50,-6.44%,5.81,2.00,-,-48.60%,9.77 - 21.47,-21.43%,-,-,-,-61.80%,-45.88%,-,-,6.70,-,-,19.00%,1.20,61,6.70,100.00%,-,43.82,6.70% 10.46%,No,0.00,-50.00%,-,0.33,11.49,Yes,0.00,Mar 12 AMC,-,109.87K,11.62,1.40,-0.90%,-14.96%,-18.80%,"36,032",1.13%
 HAS,2020-04-08 21:28:12.834739,S&P 500,18.54,4.00,0.40%,144.15M,5.81%,10.69B,15.18,4.89,-2.20%,126.57M,10.26%,520.50M,1.33,0.56,90.60%,2.90%,-29.35%,4.72B,2.26,96.80%,0.06%,2.05,-36.46%,22.61,3.28,12.97%,8.50%,94.21,-12.92%,31.78,2.33,13.90%,25.40%,41.33 - 126.87,-29.79%,2.72,58.44,4.80%,8.20%,-41.55%,1.08,3.67%,5.00,2.00%,52.90%,79.41%,5.37,5600,5.40,2.80%,11.50%,55.20,4.92% 8.98%,Yes,1.35,2949.80%,11.00%,0.67,74.41,Yes,1.35,May 12 BMO,66.40%,1.79M,74.15,2.20,22.03%,-5.97%,-26.57%,"1,193,311",-0.35%
 HAYN,2020-04-08 21:28:21.883851,-,17.16,1.19,1.90%,12.63M,2.20%,258.16M,11.03,1.85,-4.84%,12.35M,-5.28%,14.90M,0.86,0.15,95.90%,1.58%,-39.74%,491.60M,0.53,427.40%,-0.07%,1.79,-39.78%,24.37,0.84,176.57%,-,37.00,-41.48%,2.66,7.68,20.00%,-,17.61 - 39.04,-42.87%,0.88,-,21.40%,4.70%,-47.64%,1.57,4.31%,1.60,1.50%,14.80%,16.05%,1.71,1179,5.90,1.30%,-,43.91,7.34% 8.87%,Yes,0.03,298.60%,-,1.05,20.18,Yes,0.03,Apr 30 AMC,-,109.14K,20.44,2.00,2.89%,-15.02%,-34.28%,"114,852",1.29%
 HBAN,2020-04-08 21:28:33.495342,S&P 500,6.96,1.27,1.00%,1.10B,18.26%,9.72B,7.43,1.19,-0.86%,1.01B,-11.63%,1.34B,1.42,0.28,78.00%,2.80%,-39.37%,4.20B,2.31,6.10%,0.05%,2.06,-34.72%,10.30,0.86,2.60%,1.20%,12.17,-33.11%,2.93,3.01,4.90%,12.70%,6.82 - 15.63,-41.58%,0.60,11.18,11.90%,13.10%,-43.63%,1.66,6.81%,-,16.30%,-,29.18%,0.87,15664,-,-4.30%,69.70%,48.63,7.82% 9.66%,Yes,0.93,-2.10%,31.80%,1.10,8.13,Yes,0.93,Apr 23 BMO,44.30%,13.81M,8.81,2.70,10.43%,-20.48%,-34.28%,"15,215,394",8.36%
 HBCP,2020-04-08 21:29:03.350076,-,8.50,3.05,6.60%,9.41M,9.67%,244.28M,10.23,2.54,1.80%,7.41M,3.63%,27.90M,-,0.68,40.20%,0.87%,-32.36%,102.20M,2.39,-7.80%,-0.08%,2.42,-31.56%,35.33,0.73,-4.19%,1.30%,30.25,-27.53%,4.27,6.08,-,8.90%,18.57 - 40.80,-33.76%,0.88,7.59,16.50%,24.00%,-36.37%,0.73,3.39%,-,13.50%,-,39.80%,2.60,143,-,-1.90%,81.20%,50.19,10.01% 11.30%,No,0.02,-6.60%,27.30%,1.40,24.68,Yes,0.02,Apr 28 BMO,27.30%,26.71K,25.96,2.70,11.85%,-14.10%,-28.11%,"37,454",5.19%
 HBIO,2020-04-08 21:29:13.102620,-,-,-0.12,2.60%,38.36M,9.91%,89.38M,7.77,0.30,4.85%,32.68M,-12.08%,-4.70M,-,0.03,68.50%,2.06%,-27.19%,116.20M,0.77,-5.10%,-0.14%,4.65,-22.33%,2.15,1.08,18.58%,-2.80%,4.00,-45.05%,0.22,10.77,10.00%,-5.90%,1.39 - 4.66,-23.61%,-,13.14,-30.30%,0.90%,-50.00%,1.47,-,1.20,1.30%,55.40%,67.63%,0.21,505,2.10,-8.60%,0.50%,53.12,6.19% 11.57%,Yes,0.66,-83.60%,-4.00%,0.36,2.22,Yes,0.57,Feb 26 BMO,-,144.67K,2.33,2.00,14.89%,-7.63%,-12.40%,"51,817",4.95%
 HBMD,2020-04-08 21:29:22.793729,-,11.33,0.89,4.90%,19.84M,-1.38%,199.00M,10.26,0.98,-1.53%,13.20M,-24.53%,16.90M,-,0.24,55.60%,1.28%,-40.40%,91.40M,2.18,506.00%,0.01%,3.11,-37.55%,16.46,0.61,2.95%,0.70%,16.50,-26.84%,6.26,1.60,-,5.50%,9.23 - 19.20,-40.58%,-,10.36,-18.60%,17.50%,-47.76%,0.69,-,-,31.40%,-,8.67%,1.29,299,-,0.90%,71.30%,39.58,9.56% 12.41%,No,0.26,3941.10%,18.50%,0.59,9.85,Yes,0.26,Apr 29 AMC,0.00%,54.29K,10.03,3.00,-8.08%,-30.82%,-35.70%,"32,295",1.83%
 HBNC,2020-04-08 21:29:31.758959,-,6.64,1.51,2.10%,46.04M,11.17%,462.70M,6.64,1.51,-2.30%,39.98M,-21.11%,66.50M,-,0.34,50.40%,0.75%,-46.11%,208.30M,2.22,10.60%,0.03%,2.44,-39.46%,14.58,0.69,1.20%,1.30%,16.90,-37.38%,3.07,3.27,-,10.50%,7.42 - 19.48,-47.11%,0.40,-,12.60%,20.40%,-48.41%,1.34,3.98%,-,22.30%,-,35.44%,0.90,839,-,22.20%,76.30%,43.82,6.56% 9.60%,Yes,0.92,20.20%,31.90%,0.98,9.37,Yes,0.92,Apr 29 AMC,29.00%,122.87K,10.05,1.60,4.73%,-26.39%,-39.36%,"120,170",7.26%
 HBP,2020-04-08 21:29:41.197847,-,-,-0.84,9.40%,28.66M,4.02%,21.56M,-,-,0.00%,19.67M,-19.13%,-21.30M,-,-,44.80%,2.03%,-53.28%,812.00M,0.03,-250.80%,-2.67%,10.27,-65.01%,1.69,0.45,-,-6.50%,8.10,-72.55%,0.08,9.80,14.00%,-41.90%,0.49 - 2.95,-51.16%,-,4.79,-40.10%,-8.20%,-74.50%,1.98,-,0.80,5.40%,20.00%,52.58%,0.16,1364,2.40,-8.10%,-0.40%,43.46,11.27% 23.49%,Yes,3.19,-34.60%,-2.60%,0.13,0.75,Yes,3.15,Mar 02 AMC,-,38.89K,0.75,-,2.09%,-29.70%,-58.86%,"4,996",0.29%
 HCAC,2020-04-08 21:30:01.998509,-,326.77,0.03,-,37.41M,0.30%,378.96M,-,-,-,30.02M,-0.88%,1.20M,-,-,73.90%,0.02%,0.00%,-,-,-,13.18%,0.03,1.60%,7.89,1.28,-,0.40%,-,-,0.03,344.51,-,0.40%,9.21 - 10.38,-0.30%,-,-,-,-,-2.41%,-,-,0.50,-,-,9.99%,0.11,-,0.50,-,-,51.57,0.36% 1.44%,No,0.00,-,-,0.05,10.08,Yes,0.00,-,0.00%,235.89K,10.13,-,0.66%,-0.47%,0.86%,"11,793",0.50%
 HCAP,2020-04-08 21:30:32.844045,-,-,-0.20,31.84%,5.94M,7.75%,25.60M,5.75,0.75,4.47%,-,-28.17%,-,-,0.16,8.08%,-,-51.69%,12.67M,2.02,6.30%,-,0.07,-56.24%,11.23,0.38,11.90%,-,5.50,-58.76%,-,-,5.00%,-,2.66 - 10.73,-50.86%,0.96,-,-14.06%,-,-59.83%,-,22.27%,-,-,-,62.03%,0.79,-,-,-17.50%,-,39.15,17.02% 22.51%,No,-,-,-,0.83,4.10,Yes,-,Mar 13 BMO,-,23.35K,4.31,3.00,-3.74%,-36.75%,-51.82%,"19,320",5.12%
 HCAT,2020-04-08 21:30:53.294820,-,-,-7.12,1.50%,39.42M,-11.86%,946.08M,-,-0.61,-13.91%,33.00M,-13.58%,-240.90M,-,-0.25,54.60%,7.78%,-33.83%,154.90M,6.11,-295.50%,0.62%,5.15,-11.57%,5.47,4.39,31.10%,-106.30%,46.57,-,5.79,4.15,-,160.60%,17.48 - 49.85,-30.84%,-,-,-,-22.80%,-51.86%,-,-,5.50,-,52.20%,37.30%,2.42,728,5.50,20.50%,-36.50%,43.64,7.68% 10.50%,Yes,0.24,82.10%,-,9.03,26.79,Yes,0.24,Feb 27 AMC,-,498.01K,24.00,1.70,-2.38%,-15.63%,-28.77%,"4,496,958",-10.41%
 HCCI,2020-04-08 21:31:47.235073,-,47.94,0.36,2.90%,25.03M,9.81%,426.01M,13.16,1.29,0.00%,15.40M,-18.80%,8.40M,3.20,0.13,63.80%,1.31%,-44.07%,444.40M,0.96,-43.40%,-0.04%,4.23,-33.57%,11.42,1.49,19.39%,1.90%,30.75,-33.83%,2.43,7.02,15.00%,3.20%,11.30 - 32.58,-45.74%,-,19.36,24.10%,3.30%,-47.76%,1.78,-,1.40,5.60%,-,50.69%,2.26,1322,1.70,9.20%,2.90%,46.59,11.59% 15.29%,Yes,0.11,-186.80%,1.90%,1.48,15.10,Yes,0.11,Mar 02 AMC,0.00%,47.53K,17.02,2.00,7.60%,-25.51%,-35.47%,"70,166",12.72%
 HCKT,2020-04-08 21:32:30.636583,-,19.14,0.72,17.10%,30.08M,12.62%,413.30M,11.55,1.19,0.00%,24.56M,-7.04%,23.30M,1.42,0.24,80.70%,0.72%,-15.71%,282.50M,1.46,-15.20%,1.14%,0.80,-13.26%,4.61,2.98,9.17%,12.10%,21.00,-11.87%,0.86,15.90,13.50%,17.30%,9.50 - 18.90,-14.87%,0.36,15.54,17.20%,17.10%,-27.30%,0.66,2.62%,1.80,3.60%,34.20%,44.63%,0.92,1143,1.80,8.50%,11.10%,56.72,6.12% 8.47%,Yes,0.00,-37.50%,8.20%,1.45,12.82,Yes,0.00,Feb 18 AMC,46.10%,219.61K,13.74,1.50,16.81%,-3.45%,-12.64%,"318,905",7.18%
 HCM,2020-04-08 21:32:40.276014,-,-,-0.80,6.60%,138.12M,3.88%,2.55B,-,-0.89,0.00%,59.08M,-27.15%,-,-,-0.18,30.78%,2.17%,-29.78%,204.89M,12.46,-20.00%,-,5.23,4.76%,2.16,8.56,7.30%,-,35.46,-40.76%,-,-,-,-,14.74 - 32.55,-26.25%,-,-,-,-,-43.20%,-,-,-,-,-,25.44%,1.63,853,-,0.40%,-,43.67,4.74% 9.66%,No,-,-,-,0.47,18.06,Yes,-,Mar 03 BMO,-,245.36K,18.49,1.70,2.63%,-18.36%,-17.06%,"114,757",2.38%
 HCSG,2020-04-08 21:32:49.732489,-,25.82,0.87,0.40%,79.77M,-1.19%,1.78B,17.54,1.28,0.00%,73.96M,-5.89%,64.60M,-,0.26,-,22.96%,-11.27%,1.84B,0.97,-22.70%,0.08%,19.45,-8.51%,6.19,3.61,13.13%,9.00%,30.06,-32.93%,1.48,15.12,-2.61%,14.30%,15.80 - 34.98,-8.06%,0.81,59.06,23.10%,12.20%,-36.08%,0.65,3.62%,3.20,7.30%,12.40%,41.52%,2.18,51000,3.50,-9.70%,4.20%,48.74,7.87% 12.13%,Yes,0.02,-40.10%,3.50%,0.63,21.13,Yes,0.00,May 12 AMC,91.30%,873.34K,22.36,2.20,3.76%,-11.31%,-11.49%,"554,279",5.82%
 HDS,2020-04-08 21:33:00.209048,-,11.54,2.70,0.30%,165.33M,21.01%,5.14B,10.46,2.97,117.28%,161.23M,-11.37%,451.00M,-,0.63,99.20%,1.78%,-22.17%,6.15B,0.84,25.70%,-0.07%,1.71,-16.38%,8.37,3.72,11.27%,9.50%,34.64,-28.26%,0.21,151.23,-2.40%,33.00%,21.69 - 47.13,-22.68%,-,9.00,73.60%,16.50%,-34.01%,1.28,-,1.10,-1.70%,39.10%,43.38%,2.83,11500,2.00,-4.20%,11.80%,51.83,6.46% 11.23%,Yes,1.51,-6.30%,7.40%,0.88,29.79,Yes,1.51,Mar 17 BMO,0.00%,1.68M,31.10,2.10,11.89%,-12.14%,-19.26%,"1,478,253",4.40%
 HDSN,2020-04-08 21:33:09.485520,-,-,-0.61,29.12%,39.57M,21.26%,31.19M,-,-0.02,0.00%,30.22M,-5.02%,-25.90M,-,-0.08,43.40%,11.57%,2.06%,162.10M,0.19,53.50%,0.01%,13.01,17.99%,1.06,0.74,81.80%,-12.30%,1.15,-57.16%,0.07,12.00,30.00%,-47.70%,0.30 - 2.20,-19.37%,-,0.95,36.28%,-11.40%,-64.17%,1.08,-,0.30,23.80%,10.60%,160.22%,0.07,234,1.60,0.40%,-9.70%,60.27,11.11% 9.79%,Yes,2.20,-32.80%,-16.00%,0.38,0.77,Yes,1.82,Mar 04 AMC,-,268.65K,0.79,3.00,17.27%,3.22%,12.80%,"101,645",2.36%
 HEAR,2020-04-08 21:33:18.686900,-,7.43,0.87,1.70%,14.84M,8.07%,95.42M,40.96,0.16,14.53%,12.37M,16.49%,17.90M,0.41,-0.72,45.40%,25.23%,-23.27%,234.70M,0.41,-58.30%,0.01%,9.55,-41.92%,4.37,1.47,139.00%,16.10%,13.30,-46.46%,0.55,11.64,18.00%,36.50%,4.05 - 12.65,-31.96%,-,2.54,22.30%,21.70%,-49.17%,1.29,-,0.90,4.70%,33.50%,58.77%,0.62,213,1.60,-8.50%,4.60%,56.84,9.78% 13.43%,Yes,0.25,-7.20%,7.60%,0.68,5.99,Yes,0.00,Mar 10 AMC,0.00%,326.89K,6.43,1.60,19.75%,0.09%,-28.13%,"221,229",7.35%
 HEBT,2020-04-08 21:33:28.006766,-,-,-0.26,65.15%,16.12M,-5.67%,123.32M,-,-,0.00%,5.67M,6.18%,-4.30M,-,-,1.90%,15.82%,27.29%,20.60M,5.99,-167.20%,-,9.71,75.86%,2.22,3.45,-,-,-,696.88%,0.00,-,-,-,0.60 - 9.69,31.90%,-,-,-30.70%,-11.50%,-21.05%,1.01,-,1.90,12.00%,22.30%,1175.00%,0.75,88,1.90,-27.30%,-23.40%,56.86,9.36% 9.96%,No,0.09,-78.20%,-20.70%,0.91,7.66,Yes,0.00,-,-,92.45K,7.65,-,9.19%,11.12%,57.70%,"83,793",-0.13%
 HEES,2020-04-08 21:33:37.432249,-,6.23,2.42,11.00%,39.09M,8.41%,589.48M,6.06,2.49,0.35%,31.65M,-16.32%,87.20M,0.52,0.40,77.60%,3.59%,-52.28%,1.35B,0.44,13.40%,-0.01%,2.98,-42.95%,8.56,1.76,1.59%,4.30%,27.33,-41.98%,0.36,41.51,11.90%,30.60%,9.12 - 37.85,-54.89%,1.10,2.49,9.10%,10.30%,-60.16%,2.53,7.29%,-,4.30%,37.00%,65.35%,1.75,2432,-,0.60%,13.40%,45.61,9.86% 14.56%,Yes,3.78,-13.00%,6.50%,1.33,14.63,Yes,3.78,Feb 20 BMO,45.20%,381.44K,15.08,2.20,12.98%,-28.05%,-45.36%,"506,992",3.08%
 HELE,2020-04-08 21:33:48.565045,-,18.22,7.69,0.80%,25.13M,9.40%,3.52B,15.10,9.27,0.00%,25.00M,-4.43%,194.90M,4.67,1.67,-,3.97%,-23.52%,1.65B,2.13,23.00%,0.20%,4.65,-9.44%,46.17,3.03,1.96%,11.10%,205.40,21.71%,0.78,179.51,3.90%,18.00%,104.01 - 198.59,-22.13%,-,20.11,20.00%,14.10%,-29.50%,0.88,-,1.20,3.50%,42.40%,34.61%,11.17,1500,2.30,10.10%,13.60%,49.07,7.08% 8.23%,Yes,0.21,31.50%,11.70%,1.10,136.42,Yes,0.21,Apr 24 AMC,0.00%,213.46K,140.01,1.60,9.00%,-12.79%,-11.39%,"234,216",2.63%
 HEPA,2020-04-08 21:33:56.439910,-,-,-23.34,1.64%,6.31M,-4.76%,10.10M,-,-1.42,0.00%,5.97M,-22.33%,-12.00M,-,-0.97,5.90%,1.76%,-70.15%,-,-,-84.10%,-,0.15,-35.22%,4.20,0.38,72.00%,-82.60%,10.50,-91.36%,2.36,0.68,-,-167.10%,1.00 - 20.02,-70.15%,-,-,16.30%,-,-92.01%,1.68,-,10.10,-,-,60.00%,0.33,14,10.10,-,-,31.68,9.61% 24.36%,No,0.02,98.80%,-,0.49,1.61,Yes,0.00,Mar 26,-,693.46K,1.60,2.00,-0.87%,-51.49%,-55.00%,"340,455",-0.62%
 HERD,2020-04-08 21:34:05.044119,-,-,-,-,-,22.08%,-,-,-,-,-,-23.86%,-,-,-,-,-,-21.79%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.92 - 26.46,-24.87%,-,-,-,-,-26.04%,-,-,-,-,-,22.89%,0.84,-,-,-,-,40.70,1.64% 1.58%,No,-,-,-,1.87,18.95,No,-,-,-,1.67K,19.57,-,-8.60%,-18.60%,-18.98%,"3,127",3.28%
 HERO,2020-04-08 21:34:15.597029,-,-,-,-,-,3.78%,-,-,-,-,-,-0.17%,-,-,-,-,-,-1.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.98 - 18.18,2.58%,-,-,-,-,-7.62%,-,-,-,-,-,20.16%,0.70,-,-,-,-,55.90,2.91% 3.96%,No,-,-,-,0.08,16.91,Yes,-,-,-,71.27K,16.80,-,7.35%,1.15%,2.29%,"5,860",-0.65%
 HEWG,2020-04-08 21:34:23.457010,-,-,-,-,-,10.15%,-,-,-,-,-,-5.28%,-,-,-,-,-,-22.64%,-,-,-,-,-,-12.99%,-,-,-,-,-,-14.30%,-,-,-,-,18.01 - 30.29,-21.42%,0.58,-,-,-,-24.79%,-,2.55%,-,-,-,26.49%,1.05,-,-,-,-,50.73,2.10% 3.68%,Yes,-,-,-,0.59,22.44,Yes,-,-,-,101.69K,22.78,-,9.63%,-9.95%,-15.90%,"59,838",1.52%
 HFBL,2020-04-08 21:34:33.167021,-,9.83,2.24,7.50%,1.97M,-5.38%,43.34M,-,-,0.00%,1.25M,-36.22%,4.20M,-,-,19.60%,0.07%,-32.46%,20.30M,2.13,13.70%,-,0.59,-33.88%,29.41,0.75,-,0.90%,-,-29.15%,7.56,2.91,-,8.40%,20.00 - 37.99,-38.46%,0.64,-,14.10%,26.70%,-42.09%,0.95,2.91%,-,8.50%,-,10.00%,1.60,58,-,4.00%,68.10%,32.06,6.08% 4.71%,No,0.00,-48.00%,20.60%,1.09,21.70,Yes,0.00,Apr 28 AMC,24.90%,1.39K,22.00,-,-16.06%,-31.89%,-31.98%,"1,509",1.38%
 HFWA,2020-04-08 21:34:53.951561,-,10.67,1.83,0.90%,39.01M,0.88%,760.70M,13.09,1.49,-1.58%,35.70M,-8.28%,67.50M,1.52,0.35,82.70%,6.74%,-29.58%,217.90M,3.49,22.20%,-0.01%,13.38,-24.33%,22.12,0.88,3.62%,1.20%,34.17,-35.53%,6.02,3.24,7.00%,8.50%,17.07 - 31.70,-31.10%,0.80,17.41,17.40%,21.90%,-38.49%,0.83,4.10%,-,12.50%,-,14.24%,1.67,884,-,-1.80%,89.70%,44.25,7.11% 9.68%,Yes,0.03,2.90%,31.00%,0.66,19.04,Yes,0.03,Apr 23 BMO,40.30%,179.89K,19.50,2.30,-1.86%,-15.84%,-26.38%,"118,046",2.42%
